SYEAR,ERTAB,LF_STAT,NOC_5,_COUNT_
,,Employed,85102,48250
,,Employed,85103,204000
,,Employed,85104,4750
,,Employed,85110,27500
,,Employed,85111,28000
,,Employed,85120,59000
,,Employed,85121,725750
,,Employed,90010,473250
,,Employed,90011,70750
,,Employed,92010,77750
,,Employed,92011,147500
,,Employed,92012,238250
,,Employed,92013,46750
,,Employed,92014,172250
,,Employed,92015,35250
,,Employed,92020,4250
,,Employed,92021,37750
,,Employed,92022,70750
,,Employed,92023,186750
,,Employed,92024,84750
,,Employed,92100,216250
,,Employed,92101,67000
,,Employed,93100,51000
,,Employed,93101,81500
,,Employed,93102,13250
,,Employed,93200,42500
,,Employed,94100,46000
,,Employed,94101,7000
,,Employed,94102,39000
,,Employed,94103,59000
,,Employed,94104,7250
,,Employed,94105,69500
,,Employed,94106,53000
,,Employed,94107,59500
,,Employed,94110,107750
,,Employed,94111,64750
,,Employed,94112,23750
,,Employed,94120,185000
,,Employed,94121,90500
,,Employed,94122,29250
,,Employed,94123,48500
,,Employed,94124,70500
,,Employed,94129,67750
,,Employed,94130,11500
,,Employed,94131,9250
,,Employed,94132,116000
,,Employed,94133,17500
,,Employed,94140,445000
,,Employed,94141,69750
,,Employed,94142,48500
,,Employed,94143,47500
,,Employed,94150,42250
,,Employed,94151,9250
,,Employed,94152,12000
,,Employed,94153,26250
,,Employed,94200,1250
,,Employed,94201,111000
,,Employed,94202,40250
,,Employed,94203,44000
,,Employed,94204,53500
,,Employed,94205,12750
,,Employed,94210,199250
,,Employed,94211,77250
,,Employed,94212,41500
,,Employed,94213,62750
,,Employed,94219,217750
,,Employed,95100,45000
,,Employed,95101,64000
,,Employed,95102,57500
,,Employed,95103,344750
,,Employed,95104,35500
,,Employed,95105,16000
,,Employed,95106,313500
,,Employed,95107,39250
,,Employed,95109,125250
,,Unemployed,,4857750
,,Unemployed,50010,250
,,Unemployed,50011,1750
,,Unemployed,50012,1750
,,Unemployed,51100,2750
,,Unemployed,51101,1500
,,Unemployed,51102,0
,,Unemployed,51110,1750
,,Unemployed,51111,2250
,,Unemployed,51112,0
,,Unemployed,51113,1000
,,Unemployed,51114,5250
,,Unemployed,51120,18500
,,Unemployed,51121,1250
,,Unemployed,51122,5250
,,Unemployed,52100,500
,,Unemployed,52110,8750
,,Unemployed,52111,19750
,,Unemployed,52112,3000
,,Unemployed,52113,3000
,,Unemployed,52114,3250
,,Unemployed,52119,22500
,,Unemployed,52120,68000
,,Unemployed,52121,8500
,,Unemployed,53100,5500
,,Unemployed,53110,7750
,,Unemployed,53111,36500
,,Unemployed,53120,2500
,,Unemployed,53121,15750
,,Unemployed,53122,7000
,,Unemployed,53123,1500
,,Unemployed,53124,3000
,,Unemployed,53125,0
,,Unemployed,53200,5000
,,Unemployed,53201,3250
,,Unemployed,53202,18250
,,Unemployed,54100,80750
,,Unemployed,55109,1750
,,Unemployed,60010,4250
,,Unemployed,60020,43000
,,Unemployed,60030,31750
,,Unemployed,60031,12750
,,Unemployed,60040,2250
,,Unemployed,62010,82000
,,Unemployed,62020,26500
,,Unemployed,62021,6500
,,Unemployed,62022,15750
,,Unemployed,62023,7250
,,Unemployed,62024,7250
,,Unemployed,62029,11750
,,Unemployed,62100,31000
,,Unemployed,62101,2750
,,Unemployed,62200,77250
,,Unemployed,62201,0
,,Unemployed,62202,0
,,Unemployed,63100,24000
,,Unemployed,63101,10750
,,Unemployed,63102,12500
,,Unemployed,63200,160500
,,Unemployed,63201,8000
,,Unemployed,63202,18750
,,Unemployed,63210,14250
,,Unemployed,63211,19250
,,Unemployed,63220,1750
,,Unemployed,63221,3250
,,Unemployed,64100,353250
,,Unemployed,64101,70750
,,Unemployed,64200,5500
,,Unemployed,64201,0
,,Unemployed,64300,47250
,,Unemployed,64301,26750
,,Unemployed,64310,27000
,,Unemployed,64311,7000
,,Unemployed,64312,13000
,,Unemployed,64313,2750
,,Unemployed,64314,16250
,,Unemployed,64320,17000
,,Unemployed,64321,10000
,,Unemployed,64322,13000
,,Unemployed,64400,19500
,,Unemployed,64401,1500
,,Unemployed,64409,64000
,,Unemployed,64410,41250
,,Unemployed,65100,219250
,,Unemployed,65101,5000
,,Unemployed,65102,110500
,,Unemployed,65109,18000
,,Unemployed,65200,151000
,,Unemployed,65201,241500
,,Unemployed,65202,5250
,,Unemployed,65210,250
,,Unemployed,65211,35500
,,Unemployed,65220,13250
,,Unemployed,65229,2500
,,Unemployed,65310,91750
,,Unemployed,65311,25250
,,Unemployed,65312,46000
,,Unemployed,65320,6000
,,Unemployed,65329,23250
,,Unemployed,70010,35500
,,Unemployed,70011,23500
,,Unemployed,70012,5250
,,Unemployed,70020,2250
,,Unemployed,70021,0
,,Unemployed,72010,4500
,,Unemployed,72011,6500
,,Unemployed,72012,2500
,,Unemployed,72013,16500
,,Unemployed,72014,8000
,,Unemployed,72020,10000
,,Unemployed,72021,20000
,,Unemployed,72022,2750
,,Unemployed,72023,750
,,Unemployed,72024,8500
,,Unemployed,72025,1500
,,Unemployed,72100,11250
,,Unemployed,72101,750
,,Unemployed,72102,7500
,,Unemployed,72103,5750
,,Unemployed,72104,6500
,,Unemployed,72105,17500
,,Unemployed,72106,60750
,,Unemployed,72200,63500
,,Unemployed,72201,16750
,,Unemployed,72202,500
,,Unemployed,72203,4250
,,Unemployed,72204,500
,,Unemployed,72205,1500
,,Unemployed,72300,29000
,,Unemployed,72301,28000
,,Unemployed,72302,1500
,,Unemployed,72310,90000
,,Unemployed,72311,250
,,Unemployed,72320,11000
,,Unemployed,72321,8000
,,Unemployed,72400,35000
,,Unemployed,72401,17000
,,Unemployed,72402,2250
,,Unemployed,72403,0
,,Unemployed,72404,7500
,,Unemployed,72405,0
,,Unemployed,72406,2000
,,Unemployed,72410,28500
,,Unemployed,72411,9250
,,Unemployed,72420,500
,,Unemployed,72421,750
,,Unemployed,72422,1000
,,Unemployed,72423,2750
,,Unemployed,72429,2000
,,Unemployed,72500,7250
,,Unemployed,72501,0
,,Unemployed,72600,2500
,,Unemployed,72601,250
,,Unemployed,72602,4750
,,Unemployed,72603,0
,,Unemployed,72604,0
,,Unemployed,72999,3750
,,Unemployed,73100,9750
,,Unemployed,73101,3000
,,Unemployed,73102,11250
,,Unemployed,73110,9000
,,Unemployed,73111,2000
,,Unemployed,73112,43250
,,Unemployed,73113,3750
,,Unemployed,73200,26500
,,Unemployed,73201,22000
,,Unemployed,73202,250
,,Unemployed,73209,5750
,,Unemployed,73300,139250
,,Unemployed,73301,24250
,,Unemployed,73310,0
,,Unemployed,73311,2000
,,Unemployed,73400,72750
,,Unemployed,73401,750
,,Unemployed,73402,5250
,,Unemployed,74100,4500
,,Unemployed,74101,1500
,,Unemployed,74102,4000
,,Unemployed,74200,2500
,,Unemployed,74201,2500
,,Unemployed,74202,4500
,,Unemployed,74203,10250
,,Unemployed,74204,1250
,,Unemployed,74205,9750
,,Unemployed,75100,7000
,,Unemployed,75101,139500
,,Unemployed,75110,152250
,,Unemployed,75119,7750
,,Unemployed,75200,9750
,,Unemployed,75201,34500
,,Unemployed,75210,5250
,,Unemployed,75211,7500
,,Unemployed,75212,9750
,,Unemployed,80010,7500
,,Unemployed,80020,1250
,,Unemployed,80021,1000
,,Unemployed,80022,0
,,Unemployed,82010,5750
,,Unemployed,82020,2500
,,Unemployed,82021,7750
,,Unemployed,82030,1500
,,Unemployed,82031,3500
,,Unemployed,83100,10750
,,Unemployed,83101,8500
,,Unemployed,83110,24250
,,Unemployed,83120,2500
,,Unemployed,83121,10250
,,Unemployed,84100,3500
,,Unemployed,84101,9750
,,Unemployed,84110,16000
,,Unemployed,84111,14500
,,Unemployed,84120,11250
,,Unemployed,84121,8250
,,Unemployed,85100,23000
,,Unemployed,85101,85250
,,Unemployed,85102,3250
,,Unemployed,85103,39750
,,Unemployed,85104,1500
,,Unemployed,85110,2000
,,Unemployed,85111,7250
,,Unemployed,85120,18000
,,Unemployed,85121,94000
,,Unemployed,90010,9000
,,Unemployed,90011,250
,,Unemployed,92010,1250
,,Unemployed,92011,750
,,Unemployed,92012,8000
,,Unemployed,92013,250
,,Unemployed,92014,6250
,,Unemployed,92015,1000
,,Unemployed,92020,0
,,Unemployed,92021,1000
,,Unemployed,92022,0
,,Unemployed,92023,2000
,,Unemployed,92024,1000
,,Unemployed,92100,12500
,,Unemployed,92101,1000
,,Unemployed,93100,0
,,Unemployed,93101,0
,,Unemployed,93102,250
,,Unemployed,93200,1000
,,Unemployed,94100,1500
,,Unemployed,94101,250
,,Unemployed,94102,1000
,,Unemployed,94103,500
,,Unemployed,94104,250
,,Unemployed,94105,2500
,,Unemployed,94106,750
,,Unemployed,94107,4750
,,Unemployed,94110,3750
,,Unemployed,94111,500
,,Unemployed,94112,250
,,Unemployed,94120,7750
,,Unemployed,94121,250
,,Unemployed,94122,2750
,,Unemployed,94123,2250
,,Unemployed,94124,3000
,,Unemployed,94129,1000
,,Unemployed,94130,0
,,Unemployed,94131,250
,,Unemployed,94132,16500
,,Unemployed,94133,0
,,Unemployed,94140,25750
,,Unemployed,94141,0
,,Unemployed,94142,5250
,,Unemployed,94143,2500
,,Unemployed,94150,250
,,Unemployed,94151,0
,,Unemployed,94152,2500
,,Unemployed,94153,0
,,Unemployed,94200,0
,,Unemployed,94201,5750
,,Unemployed,94202,1000
,,Unemployed,94203,750
,,Unemployed,94204,2750
,,Unemployed,94205,0
,,Unemployed,94210,11250
,,Unemployed,94211,9250
,,Unemployed,94212,0
,,Unemployed,94213,4250
,,Unemployed,94219,13500
,,Unemployed,95100,1750
,,Unemployed,95101,8250
,,Unemployed,95102,4250
,,Unemployed,95103,26500
,,Unemployed,95104,1000
,,Unemployed,95105,0
,,Unemployed,95106,20000
,,Unemployed,95107,6250
,,Unemployed,95109,17000
,,Unknown,,8608750
,,Unknown,50010,250
,,Unknown,50011,1250
,,Unknown,50012,1000
,,Unknown,51100,4000
,,Unknown,51101,750
,,Unknown,51102,0
,,Unknown,51110,6250
,,Unknown,51111,18750
,,Unknown,51112,2500
,,Unknown,51113,2000
,,Unknown,51114,6750
,,Unknown,51120,13500
,,Unknown,51121,750
,,Unknown,51122,30250
,,Unknown,52100,2000
,,Unknown,52110,7500
,,Unknown,52111,8000
,,Unknown,52112,0
,,Unknown,52113,1750
,,Unknown,52114,750
,,Unknown,52119,13250
,,Unknown,52120,41250
,,Unknown,52121,11250
,,Unknown,53100,17250
,,Unknown,53110,24000
,,Unknown,53111,25000
,,Unknown,53120,6000
,,Unknown,53121,54250
,,Unknown,53122,26000
,,Unknown,53123,6000
,,Unknown,53124,9500
,,Unknown,53125,0
,,Unknown,53200,2500
,,Unknown,53201,22500
,,Unknown,53202,58000
,,Unknown,54100,284250
,,Unknown,55109,15750
,,Unknown,60010,1750
,,Unknown,60020,130250
,,Unknown,60030,53500
,,Unknown,60031,53500
,,Unknown,60040,4500
,,Unknown,62010,85000
,,Unknown,62020,27000
,,Unknown,62021,6750
,,Unknown,62022,13000
,,Unknown,62023,8750
,,Unknown,62024,12250
,,Unknown,62029,20750
,,Unknown,62100,37250
,,Unknown,62101,12500
,,Unknown,62200,50000
,,Unknown,62201,250
,,Unknown,62202,750
,,Unknown,63100,24250
,,Unknown,63101,33250
,,Unknown,63102,25000
,,Unknown,63200,241250
,,Unknown,63201,10250
,,Unknown,63202,35500
,,Unknown,63210,34250
,,Unknown,63211,28500
,,Unknown,63220,250
,,Unknown,63221,5500
,,Unknown,64100,768750
,,Unknown,64101,98500
,,Unknown,64200,9000
,,Unknown,64201,250
,,Unknown,64300,97250
,,Unknown,64301,37000
,,Unknown,64310,33750
,,Unknown,64311,15000
,,Unknown,64312,16250
,,Unknown,64313,8000
,,Unknown,64314,31750
,,Unknown,64320,15000
,,Unknown,64321,20000
,,Unknown,64322,22500
,,Unknown,64400,38750
,,Unknown,64401,8000
,,Unknown,64409,81500
,,Unknown,64410,80500
,,Unknown,65100,527250
,,Unknown,65101,16500
,,Unknown,65102,200500
,,Unknown,65109,52500
,,Unknown,65200,419000
,,Unknown,65201,747750
,,Unknown,65202,15500
,,Unknown,65210,3500
,,Unknown,65211,145000
,,Unknown,65220,21250
,,Unknown,65229,5500
,,Unknown,65310,232250
,,Unknown,65311,64250
,,Unknown,65312,116500
,,Unknown,65320,11750
,,Unknown,65329,60750
,,Unknown,70010,22000
,,Unknown,70011,91750
,,Unknown,70012,15000
,,Unknown,70020,6250
,,Unknown,70021,1500
,,Unknown,72010,2500
,,Unknown,72011,13250
,,Unknown,72012,1750
,,Unknown,72013,12250
,,Unknown,72014,19250
,,Unknown,72020,15250
,,Unknown,72021,18250
,,Unknown,72022,750
,,Unknown,72023,1000
,,Unknown,72024,17750
,,Unknown,72025,3000
,,Unknown,72100,2500
,,Unknown,72101,500
,,Unknown,72102,5000
,,Unknown,72103,4750
,,Unknown,72104,5500
,,Unknown,72105,14000
,,Unknown,72106,34750
,,Unknown,72200,64000
,,Unknown,72201,17750
,,Unknown,72202,750
,,Unknown,72203,1500
,,Unknown,72204,1000
,,Unknown,72205,6750
,,Unknown,72300,31000
,,Unknown,72301,11500
,,Unknown,72302,1500
,,Unknown,72310,98000
,,Unknown,72311,3500
,,Unknown,72320,12250
,,Unknown,72321,2250
,,Unknown,72400,37250
,,Unknown,72401,29500
,,Unknown,72402,13250
,,Unknown,72403,250
,,Unknown,72404,14750
,,Unknown,72405,500
,,Unknown,72406,2000
,,Unknown,72410,32750
,,Unknown,72411,3750
,,Unknown,72420,2750
,,Unknown,72421,1000
,,Unknown,72422,1500
,,Unknown,72423,250
,,Unknown,72429,3000
,,Unknown,72500,3500
,,Unknown,72501,0
,,Unknown,72600,8000
,,Unknown,72601,2250
,,Unknown,72602,11500
,,Unknown,72603,2500
,,Unknown,72604,250
,,Unknown,72999,5250
,,Unknown,73100,3750
,,Unknown,73101,12500
,,Unknown,73102,18250
,,Unknown,73110,13250
,,Unknown,73111,2250
,,Unknown,73112,94500
,,Unknown,73113,8750
,,Unknown,73200,36000
,,Unknown,73201,45250
,,Unknown,73202,0
,,Unknown,73209,7250
,,Unknown,73300,129000
,,Unknown,73301,43000
,,Unknown,73310,7750
,,Unknown,73311,3750
,,Unknown,73400,42000
,,Unknown,73401,3250
,,Unknown,73402,250
,,Unknown,74100,12000
,,Unknown,74101,8500
,,Unknown,74102,17000
,,Unknown,74200,2500
,,Unknown,74201,7750
,,Unknown,74202,16250
,,Unknown,74203,10500
,,Unknown,74204,500
,,Unknown,74205,11000
,,Unknown,75100,8750
,,Unknown,75101,149250
,,Unknown,75110,241500
,,Unknown,75119,12000
,,Unknown,75200,15750
,,Unknown,75201,113500
,,Unknown,75210,14000
,,Unknown,75211,9750
,,Unknown,75212,9750
,,Unknown,80010,2250
,,Unknown,80020,23250
,,Unknown,80021,1500
,,Unknown,80022,1750
,,Unknown,82010,3250
,,Unknown,82020,3250
,,Unknown,82021,3000
,,Unknown,82030,4250
,,Unknown,82031,13500
,,Unknown,83100,7000
,,Unknown,83101,7500
,,Unknown,83110,21250
,,Unknown,83120,2000
,,Unknown,83121,18750
,,Unknown,84100,1250
,,Unknown,84101,2250
,,Unknown,84110,15500
,,Unknown,84111,18000
,,Unknown,84120,38000
,,Unknown,84121,11750
,,Unknown,85100,27750
,,Unknown,85101,136500
,,Unknown,85102,5000
,,Unknown,85103,51250
,,Unknown,85104,1000
,,Unknown,85110,500
,,Unknown,85111,8250
,,Unknown,85120,20250
,,Unknown,85121,205750
,,Unknown,90010,17750
,,Unknown,90011,1750
,,Unknown,92010,3750
,,Unknown,92011,4750
,,Unknown,92012,6500
,,Unknown,92013,3000
,,Unknown,92014,9750
,,Unknown,92015,750
,,Unknown,92020,250
,,Unknown,92021,1000
,,Unknown,92022,750
,,Unknown,92023,4250
,,Unknown,92024,3500
,,Unknown,92100,6750
,,Unknown,92101,0
,,Unknown,93100,3250
,,Unknown,93101,500
,,Unknown,93102,0
,,Unknown,93200,500
,,Unknown,94100,2250
,,Unknown,94101,250
,,Unknown,94102,7250
,,Unknown,94103,1250
,,Unknown,94104,500
,,Unknown,94105,1250
,,Unknown,94106,0
,,Unknown,94107,2250
,,Unknown,94110,8750
,,Unknown,94111,1250
,,Unknown,94112,0
,,Unknown,94120,8750
,,Unknown,94121,7500
,,Unknown,94122,1000
,,Unknown,94123,8250
,,Unknown,94124,3500
,,Unknown,94129,1500
,,Unknown,94130,0
,,Unknown,94131,0
,,Unknown,94132,11500
,,Unknown,94133,0
,,Unknown,94140,45750
,,Unknown,94141,1750
,,Unknown,94142,8250
,,Unknown,94143,3000
,,Unknown,94150,2250
,,Unknown,94151,0
,,Unknown,94152,3750
,,Unknown,94153,0
,,Unknown,94200,2250
,,Unknown,94201,5500
,,Unknown,94202,5750
,,Unknown,94203,1000
,,Unknown,94204,3000
,,Unknown,94205,0
,,Unknown,94210,5000
,,Unknown,94211,11250
,,Unknown,94212,750
,,Unknown,94213,2500
,,Unknown,94219,20250
,,Unknown,95100,4000
,,Unknown,95101,11000
,,Unknown,95102,5500
,,Unknown,95103,19750
,,Unknown,95104,5000
,,Unknown,95105,1750
,,Unknown,95106,41750
,,Unknown,95107,8500
,,Unknown,95109,29250
,5910,,,15645250
,5910,,50010,5750
,5910,,50011,5250
,5910,,50012,5000
,5910,,51100,14250
,5910,,51101,5500
