SYEAR,ERTAB,LF_STAT,NOC_5,_COUNT_
,,,72401,560000
,,,72402,296750
,,,72403,26000
,,,72404,191750
,,,72405,2250
,,,72406,51000
,,,72410,862250
,,,72411,235500
,,,72420,9250
,,,72421,49500
,,,72422,8500
,,,72423,117750
,,,72429,11500
,,,72500,122500
,,,72501,3000
,,,72600,179500
,,,72601,33750
,,,72602,117500
,,,72603,45500
,,,72604,12000
,,,72999,106500
,,,73100,103500
,,,73101,93250
,,,73102,218500
,,,73110,157500
,,,73111,71750
,,,73112,476500
,,,73113,139250
,,,73200,431750
,,,73201,519000
,,,73202,36000
,,,73209,168250
,,,73300,1909500
,,,73301,530500
,,,73310,58750
,,,73311,63750
,,,73400,659250
,,,73401,59500
,,,73402,20500
,,,74100,123000
,,,74101,273250
,,,74102,141500
,,,74200,52750
,,,74201,78750
,,,74202,132500
,,,74203,134750
,,,74204,54250
,,,74205,155000
,,,75100,199750
,,,75101,1653000
,,,75110,1132250
,,,75119,65500
,,,75200,396250
,,,75201,847750
,,,75210,58750
,,,75211,52000
,,,75212,206750
,,,80010,116500
,,,80020,310750
,,,80021,61750
,,,80022,15000
,,,82010,113750
,,,82020,86500
,,,82021,78500
,,,82030,66250
,,,82031,228500
,,,83100,216000
,,,83101,86000
,,,83110,196250
,,,83120,2750
,,,83121,74000
,,,84100,16000
,,,84101,21500
,,,84110,85000
,,,84111,92500
,,,84120,112500
,,,84121,18250
,,,85100,150000
,,,85101,212500
,,,85102,50500
,,,85103,268000
,,,85104,500
,,,85110,16000
,,,85111,20750
,,,85120,58000
,,,85121,891500
,,,90010,575000
,,,90011,123750
,,,92010,42500
,,,92011,85250
,,,92012,175750
,,,92013,22500
,,,92014,142750
,,,92015,19000
,,,92020,18000
,,,92021,35500
,,,92022,44250
,,,92023,122000
,,,92024,74500
,,,92100,167250
,,,92101,71500
,,,93100,40750
,,,93101,60000
,,,93102,10000
,,,93200,10250
,,,94100,26750
,,,94101,15750
,,,94102,40000
,,,94103,34750
,,,94104,6500
,,,94105,41250
,,,94106,38250
,,,94107,33750
,,,94110,49000
,,,94111,63750
,,,94112,7000
,,,94120,133250
,,,94121,75000
,,,94122,26000
,,,94123,61500
,,,94124,43500
,,,94129,64750
,,,94130,5000
,,,94131,8500
,,,94132,97750
,,,94133,11750
,,,94140,467750
,,,94141,63500
,,,94142,39500
,,,94143,45750
,,,94150,9250
,,,94151,6500
,,,94152,16000
,,,94153,3250
,,,94200,5250
,,,94201,89750
,,,94202,48250
,,,94203,34500
,,,94204,50750
,,,94205,9750
,,,94210,193500
,,,94211,59000
,,,94212,48000
,,,94213,73250
,,,94219,232250
,,,95100,28750
,,,95101,53250
,,,95102,63250
,,,95103,215500
,,,95104,21000
,,,95105,25000
,,,95106,242000
,,,95107,33750
,,,95109,113000
,,Employed,,69947000
,,Employed,50010,17500
,,Employed,50011,52250
,,Employed,50012,39250
,,Employed,51100,89500
,,Employed,51101,13250
,,Employed,51102,9500
,,Employed,51110,121000
,,Employed,51111,218250
,,Employed,51112,42750
,,Employed,51113,68500
,,Employed,51114,70750
,,Employed,51120,413500
,,Employed,51121,19250
,,Employed,51122,257250
,,Employed,52100,39750
,,Employed,52110,51750
,,Employed,52111,152000
,,Employed,52112,11250
,,Employed,52113,107000
,,Employed,52114,32750
,,Employed,52119,136500
,,Employed,52120,886750
,,Employed,52121,192000
,,Employed,53100,53750
,,Employed,53110,161750
,,Employed,53111,129250
,,Employed,53120,96250
,,Employed,53121,134500
,,Employed,53122,172250
,,Employed,53123,86000
,,Employed,53124,75500
,,Employed,53125,750
,,Employed,53200,18250
,,Employed,53201,94000
,,Employed,53202,27000
,,Employed,54100,1041500
,,Employed,55109,47500
,,Employed,60010,120000
,,Employed,60020,2408250
,,Employed,60030,855250
,,Employed,60031,570250
,,Employed,60040,143750
,,Employed,62010,1691500
,,Employed,62020,608750
,,Employed,62021,16000
,,Employed,62022,189250
,,Employed,62023,135750
,,Employed,62024,329000
,,Employed,62029,172500
,,Employed,62100,936250
,,Employed,62101,210250
,,Employed,62200,563750
,,Employed,62201,41750
,,Employed,62202,9500
,,Employed,63100,687000
,,Employed,63101,1000500
,,Employed,63102,416750
,,Employed,63200,1317500
,,Employed,63201,33500
,,Employed,63202,264500
,,Employed,63210,581250
,,Employed,63211,518000
,,Employed,63220,2500
,,Employed,63221,41000
,,Employed,64100,4382250
,,Employed,64101,1651750
,,Employed,64200,73250
,,Employed,64201,19000
,,Employed,64300,506750
,,Employed,64301,211250
,,Employed,64310,114500
,,Employed,64311,113000
,,Employed,64312,106000
,,Employed,64313,27500
,,Employed,64314,200500
,,Employed,64320,41000
,,Employed,64321,82500
,,Employed,64322,26750
,,Employed,64400,321500
,,Employed,64401,74000
,,Employed,64409,944250
,,Employed,64410,675500
,,Employed,65100,2016250
,,Employed,65101,50000
,,Employed,65102,1606500
,,Employed,65109,145750
,,Employed,65200,1395000
,,Employed,65201,2615750
,,Employed,65202,66750
,,Employed,65210,13750
,,Employed,65211,438250
,,Employed,65220,212750
,,Employed,65229,29500
,,Employed,65310,1322750
,,Employed,65311,289750
,,Employed,65312,731500
,,Employed,65320,115500
,,Employed,65329,196000
,,Employed,70010,907500
,,Employed,70011,1111000
,,Employed,70012,291750
,,Employed,70020,264000
,,Employed,70021,21750
,,Employed,72010,115500
,,Employed,72011,238250
,,Employed,72012,137000
,,Employed,72013,299750
,,Employed,72014,499750
,,Employed,72020,402500
,,Employed,72021,407500
,,Employed,72022,33750
,,Employed,72023,7250
,,Employed,72024,258250
,,Employed,72025,40750
,,Employed,72100,148000
,,Employed,72101,9000
,,Employed,72102,121250
,,Employed,72103,5500
,,Employed,72104,47250
,,Employed,72105,119250
,,Employed,72106,542750
,,Employed,72200,839750
,,Employed,72201,289500
,,Employed,72202,8500
,,Employed,72203,77000
,,Employed,72204,33500
,,Employed,72205,121000
,,Employed,72300,484000
,,Employed,72301,143500
,,Employed,72302,45000
,,Employed,72310,946250
,,Employed,72311,29000
,,Employed,72320,34500
,,Employed,72321,65750
,,Employed,72400,498250
,,Employed,72401,530500
,,Employed,72402,286250
,,Employed,72403,26000
,,Employed,72404,179750
,,Employed,72405,2250
,,Employed,72406,51000
,,Employed,72410,817750
,,Employed,72411,218750
,,Employed,72420,7250
,,Employed,72421,47250
,,Employed,72422,8500
,,Employed,72423,111750
,,Employed,72429,9250
,,Employed,72500,115250
,,Employed,72501,3000
,,Employed,72600,171500
,,Employed,72601,33500
,,Employed,72602,110750
,,Employed,72603,42750
,,Employed,72604,6500
,,Employed,72999,94500
,,Employed,73100,84250
,,Employed,73101,82500
,,Employed,73102,199250
,,Employed,73110,130250
,,Employed,73111,60500
,,Employed,73112,385000
,,Employed,73113,124750
,,Employed,73200,389000
,,Employed,73201,460750
,,Employed,73202,32750
,,Employed,73209,151000
,,Employed,73300,1724500
,,Employed,73301,481250
,,Employed,73310,51750
,,Employed,73311,55750
,,Employed,73400,578000
,,Employed,73401,53000
,,Employed,73402,19000
,,Employed,74100,114250
,,Employed,74101,257750
,,Employed,74102,125000
,,Employed,74200,49750
,,Employed,74201,67250
,,Employed,74202,127500
,,Employed,74203,117000
,,Employed,74204,50000
,,Employed,74205,142500
,,Employed,75100,169750
,,Employed,75101,1459750
,,Employed,75110,886750
,,Employed,75119,51750
,,Employed,75200,378000
,,Employed,75201,747250
,,Employed,75210,52500
,,Employed,75211,41250
,,Employed,75212,172750
,,Employed,80010,111250
,,Employed,80020,296000
,,Employed,80021,59500
,,Employed,80022,14250
,,Employed,82010,109750
,,Employed,82020,81250
,,Employed,82021,75750
,,Employed,82030,50500
,,Employed,82031,206250
,,Employed,83100,203250
,,Employed,83101,80000
,,Employed,83110,161000
,,Employed,83120,1000
,,Employed,83121,58750
,,Employed,84100,13000
,,Employed,84101,19750
,,Employed,84110,67000
,,Employed,84111,52000
,,Employed,84120,80250
,,Employed,84121,11500
,,Employed,85100,114000
,,Employed,85101,128750
,,Employed,85102,44250
,,Employed,85103,196750
,,Employed,85104,500
,,Employed,85110,14000
,,Employed,85111,17750
,,Employed,85120,39750
,,Employed,85121,664500
,,Employed,90010,552750
,,Employed,90011,120250
,,Employed,92010,40500
,,Employed,92011,83250
,,Employed,92012,158000
,,Employed,92013,21000
,,Employed,92014,132750
,,Employed,92015,19000
,,Employed,92020,15000
,,Employed,92021,35250
,,Employed,92022,42750
,,Employed,92023,115250
,,Employed,92024,72750
,,Employed,92100,153750
,,Employed,92101,67250
,,Employed,93100,40750
,,Employed,93101,49750
,,Employed,93102,6500
,,Employed,93200,10000
,,Employed,94100,21750
,,Employed,94101,14750
,,Employed,94102,38500
,,Employed,94103,26000
,,Employed,94104,6500
,,Employed,94105,39250
,,Employed,94106,29250
,,Employed,94107,28500
,,Employed,94110,39750
,,Employed,94111,60750
,,Employed,94112,7000
,,Employed,94120,124000
,,Employed,94121,62250
,,Employed,94122,26000
,,Employed,94123,54000
,,Employed,94124,42250
,,Employed,94129,59500
,,Employed,94130,5000
,,Employed,94131,6750
,,Employed,94132,78750
,,Employed,94133,9750
,,Employed,94140,420500
,,Employed,94141,62750
,,Employed,94142,30000
,,Employed,94143,39750
,,Employed,94150,8750
,,Employed,94151,5750
,,Employed,94152,14500
,,Employed,94153,3250
,,Employed,94200,3250
,,Employed,94201,77250
,,Employed,94202,44250
,,Employed,94203,32250
,,Employed,94204,45750
,,Employed,94205,7250
,,Employed,94210,173000
,,Employed,94211,55000
,,Employed,94212,41750
,,Employed,94213,63250
,,Employed,94219,203750
,,Employed,95100,26000
,,Employed,95101,46750
,,Employed,95102,53750
,,Employed,95103,171500
,,Employed,95104,17500
,,Employed,95105,18500
,,Employed,95106,213500
,,Employed,95107,25500
,,Employed,95109,98500
,,Unemployed,,3009250
,,Unemployed,50010,0
,,Unemployed,50011,2500
,,Unemployed,50012,1500
,,Unemployed,51100,250
,,Unemployed,51101,0
,,Unemployed,51102,0
,,Unemployed,51110,1500
,,Unemployed,51111,3250
,,Unemployed,51112,1500
,,Unemployed,51113,2000
,,Unemployed,51114,1000
,,Unemployed,51120,9000
,,Unemployed,51121,0
,,Unemployed,51122,2000
,,Unemployed,52100,250
,,Unemployed,52110,1750
,,Unemployed,52111,23000
,,Unemployed,52112,1000
,,Unemployed,52113,11750
,,Unemployed,52114,1500
,,Unemployed,52119,21500
,,Unemployed,52120,58500
,,Unemployed,52121,4000
,,Unemployed,53100,250
,,Unemployed,53110,2000
,,Unemployed,53111,40250
,,Unemployed,53120,3250
,,Unemployed,53121,15250
,,Unemployed,53122,7000
,,Unemployed,53123,8500
,,Unemployed,53124,0
,,Unemployed,53125,0
,,Unemployed,53200,0
,,Unemployed,53201,4500
,,Unemployed,53202,3000
,,Unemployed,54100,56250
,,Unemployed,55109,3000
,,Unemployed,60010,6000
,,Unemployed,60020,26000
,,Unemployed,60030,10750
,,Unemployed,60031,10250
,,Unemployed,60040,250
,,Unemployed,62010,34000
,,Unemployed,62020,18000
,,Unemployed,62021,0
,,Unemployed,62022,10000
,,Unemployed,62023,2000
,,Unemployed,62024,3500
,,Unemployed,62029,6000
,,Unemployed,62100,25250
,,Unemployed,62101,6250
,,Unemployed,62200,30000
,,Unemployed,62201,0
,,Unemployed,62202,0
,,Unemployed,63100,6750
,,Unemployed,63101,8250
,,Unemployed,63102,6250
,,Unemployed,63200,74750
,,Unemployed,63201,3250
,,Unemployed,63202,22250
,,Unemployed,63210,11000
,,Unemployed,63211,7000
,,Unemployed,63220,0
,,Unemployed,63221,3500
,,Unemployed,64100,202000
,,Unemployed,64101,31250
,,Unemployed,64200,750
,,Unemployed,64201,0
,,Unemployed,64300,32750
,,Unemployed,64301,16250
,,Unemployed,64310,1500
,,Unemployed,64311,2500
,,Unemployed,64312,4000
,,Unemployed,64313,1750
,,Unemployed,64314,11250
,,Unemployed,64320,3750
,,Unemployed,64321,7250
,,Unemployed,64322,8750
,,Unemployed,64400,17750
,,Unemployed,64401,0
,,Unemployed,64409,54750
,,Unemployed,64410,39250
,,Unemployed,65100,132250
,,Unemployed,65101,0
,,Unemployed,65102,84250
,,Unemployed,65109,8500
,,Unemployed,65200,76500
,,Unemployed,65201,181500
,,Unemployed,65202,1250
,,Unemployed,65210,0
,,Unemployed,65211,34750
,,Unemployed,65220,8000
,,Unemployed,65229,1500
,,Unemployed,65310,57500
,,Unemployed,65311,13500
,,Unemployed,65312,21250
,,Unemployed,65320,2500
,,Unemployed,65329,7000
,,Unemployed,70010,11500
,,Unemployed,70011,10500
,,Unemployed,70012,4250
,,Unemployed,70020,3500
,,Unemployed,70021,0
,,Unemployed,72010,8750
,,Unemployed,72011,2500
,,Unemployed,72012,250
,,Unemployed,72013,6750
,,Unemployed,72014,3500
,,Unemployed,72020,2000
,,Unemployed,72021,5750
,,Unemployed,72022,250
,,Unemployed,72023,0
,,Unemployed,72024,1750
,,Unemployed,72025,0
,,Unemployed,72100,750
,,Unemployed,72101,1250
,,Unemployed,72102,11250
,,Unemployed,72103,7500
,,Unemployed,72104,4500
,,Unemployed,72105,13000
,,Unemployed,72106,16500
,,Unemployed,72200,30500
,,Unemployed,72201,3250
,,Unemployed,72202,0
,,Unemployed,72203,2000
,,Unemployed,72204,1250
,,Unemployed,72205,1500
,,Unemployed,72300,20750
,,Unemployed,72301,14500
,,Unemployed,72302,1000
,,Unemployed,72310,57500
,,Unemployed,72311,1750
,,Unemployed,72320,4750
,,Unemployed,72321,7250
,,Unemployed,72400,15750
,,Unemployed,72401,20750
,,Unemployed,72402,3000
,,Unemployed,72403,0
,,Unemployed,72404,8250
,,Unemployed,72405,0
,,Unemployed,72406,0
,,Unemployed,72410,14500
,,Unemployed,72411,8750
,,Unemployed,72420,1000
,,Unemployed,72421,1500
,,Unemployed,72422,0
,,Unemployed,72423,2750
,,Unemployed,72429,0
,,Unemployed,72500,2000
,,Unemployed,72501,0
,,Unemployed,72600,4250
,,Unemployed,72601,250
,,Unemployed,72602,2000
,,Unemployed,72603,750
,,Unemployed,72604,0
,,Unemployed,72999,5250
,,Unemployed,73100,7750
,,Unemployed,73101,8500
,,Unemployed,73102,6250
,,Unemployed,73110,11750
,,Unemployed,73111,4750
,,Unemployed,73112,22250
,,Unemployed,73113,3250
,,Unemployed,73200,17500
,,Unemployed,73201,16250
,,Unemployed,73202,2250
,,Unemployed,73209,8500
,,Unemployed,73300,79750
,,Unemployed,73301,11750
,,Unemployed,73310,1250
,,Unemployed,73311,3750
,,Unemployed,73400,46250
,,Unemployed,73401,3750
,,Unemployed,73402,500
,,Unemployed,74100,2000
,,Unemployed,74101,4500
,,Unemployed,74102,3500
,,Unemployed,74200,500
,,Unemployed,74201,3250
,,Unemployed,74202,2250
,,Unemployed,74203,8000
,,Unemployed,74204,3250
,,Unemployed,74205,4250
,,Unemployed,75100,11250
,,Unemployed,75101,74000
,,Unemployed,75110,101750
,,Unemployed,75119,5000
,,Unemployed,75200,8500
,,Unemployed,75201,30500
,,Unemployed,75210,1000
,,Unemployed,75211,8000
,,Unemployed,75212,14000
,,Unemployed,80010,3250
,,Unemployed,80020,4000
,,Unemployed,80021,500
,,Unemployed,80022,250
,,Unemployed,82010,2500
,,Unemployed,82020,2750
,,Unemployed,82021,2000
,,Unemployed,82030,12750
,,Unemployed,82031,11000
,,Unemployed,83100,4500
,,Unemployed,83101,2000
,,Unemployed,83110,16250
,,Unemployed,83120,1250
,,Unemployed,83121,6750
,,Unemployed,84100,0
,,Unemployed,84101,500
,,Unemployed,84110,6250
,,Unemployed,84111,9500
,,Unemployed,84120,10250
,,Unemployed,84121,3750
,,Unemployed,85100,13250
,,Unemployed,85101,28250
,,Unemployed,85102,4750
,,Unemployed,85103,21000
,,Unemployed,85104,0
,,Unemployed,85110,750
,,Unemployed,85111,1250
,,Unemployed,85120,9500
,,Unemployed,85121,70500
,,Unemployed,90010,4750
,,Unemployed,90011,2250
,,Unemployed,92010,0
,,Unemployed,92011,1250
,,Unemployed,92012,8000
,,Unemployed,92013,750
,,Unemployed,92014,5000
,,Unemployed,92015,0
,,Unemployed,92020,3000
,,Unemployed,92021,0
,,Unemployed,92022,0
,,Unemployed,92023,2500
,,Unemployed,92024,1500
,,Unemployed,92100,0
,,Unemployed,92101,0
,,Unemployed,93100,0
,,Unemployed,93101,6750
,,Unemployed,93102,0
,,Unemployed,93200,0
,,Unemployed,94100,1250
,,Unemployed,94101,500
,,Unemployed,94102,0
,,Unemployed,94103,2000
,,Unemployed,94104,0
,,Unemployed,94105,0
,,Unemployed,94106,1500
,,Unemployed,94107,3000
,,Unemployed,94110,4500
,,Unemployed,94111,500
,,Unemployed,94112,0
,,Unemployed,94120,4000
,,Unemployed,94121,750
,,Unemployed,94122,0
,,Unemployed,94123,1250
,,Unemployed,94124,750
,,Unemployed,94129,250
,,Unemployed,94130,0
,,Unemployed,94131,750
,,Unemployed,94132,7750
,,Unemployed,94133,1000
,,Unemployed,94140,17000
,,Unemployed,94141,0
,,Unemployed,94142,6000
,,Unemployed,94143,5250
,,Unemployed,94150,0
,,Unemployed,94151,0
,,Unemployed,94152,0
,,Unemployed,94153,0
,,Unemployed,94200,1000
,,Unemployed,94201,1500
,,Unemployed,94202,750
,,Unemployed,94203,2250
,,Unemployed,94204,2250
,,Unemployed,94205,0
,,Unemployed,94210,6500
,,Unemployed,94211,0
,,Unemployed,94212,2500
,,Unemployed,94213,7500
,,Unemployed,94219,12500
,,Unemployed,95100,250
,,Unemployed,95101,2000
,,Unemployed,95102,3250
,,Unemployed,95103,22000
,,Unemployed,95104,250
,,Unemployed,95105,1750
,,Unemployed,95106,10250
,,Unemployed,95107,3250
,,Unemployed,95109,4250
,,Unknown,,5625750
,,Unknown,50010,0
,,Unknown,50011,250
,,Unknown,50012,2000
,,Unknown,51100,750
,,Unknown,51101,1250
,,Unknown,51102,0
,,Unknown,51110,15000
,,Unknown,51111,14250
,,Unknown,51112,4500
,,Unknown,51113,1750
,,Unknown,51114,12000
,,Unknown,51120,13750
,,Unknown,51121,500
,,Unknown,51122,8000
,,Unknown,52100,1750
,,Unknown,52110,750
,,Unknown,52111,4500
,,Unknown,52112,0
,,Unknown,52113,7000
,,Unknown,52114,1250
,,Unknown,52119,14250
,,Unknown,52120,17250
,,Unknown,52121,10500
,,Unknown,53100,11750
,,Unknown,53110,3250
,,Unknown,53111,28000
,,Unknown,53120,5500
,,Unknown,53121,20750
,,Unknown,53122,19750
,,Unknown,53123,5250
,,Unknown,53124,2250
,,Unknown,53125,0
,,Unknown,53200,3500
,,Unknown,53201,13750
,,Unknown,53202,27250
,,Unknown,54100,202750
,,Unknown,55109,3000
,,Unknown,60010,3250
,,Unknown,60020,77750
,,Unknown,60030,44250
,,Unknown,60031,17250
,,Unknown,60040,7000
,,Unknown,62010,49500
,,Unknown,62020,13500
,,Unknown,62021,750
,,Unknown,62022,8000
,,Unknown,62023,3250
,,Unknown,62024,5500
,,Unknown,62029,17250
,,Unknown,62100,17750
,,Unknown,62101,4750
,,Unknown,62200,46750
,,Unknown,62201,0
,,Unknown,62202,0
,,Unknown,63100,12250
,,Unknown,63101,30750
,,Unknown,63102,24750
,,Unknown,63200,129000
,,Unknown,63201,6000
,,Unknown,63202,32500
,,Unknown,63210,24500
,,Unknown,63211,15500
,,Unknown,63220,0
,,Unknown,63221,2250
,,Unknown,64100,415500
,,Unknown,64101,68250
,,Unknown,64200,2250
,,Unknown,64201,1000
,,Unknown,64300,80000
,,Unknown,64301,28000
,,Unknown,64310,8750
,,Unknown,64311,5000
,,Unknown,64312,21500
,,Unknown,64313,500
,,Unknown,64314,14500
,,Unknown,64320,14250
,,Unknown,64321,2500
,,Unknown,64322,7500
,,Unknown,64400,16750
,,Unknown,64401,1750
,,Unknown,64409,69250
,,Unknown,64410,55750
,,Unknown,65100,301500
,,Unknown,65101,7500
,,Unknown,65102,234750
,,Unknown,65109,15750
,,Unknown,65200,209250
,,Unknown,65201,477500
,,Unknown,65202,8500
,,Unknown,65210,250
,,Unknown,65211,83000
,,Unknown,65220,28000
,,Unknown,65229,500
,,Unknown,65310,125250
,,Unknown,65311,36250
,,Unknown,65312,44000
,,Unknown,65320,14000
,,Unknown,65329,10750
,,Unknown,70010,12750
,,Unknown,70011,47750
,,Unknown,70012,5000
,,Unknown,70020,10250
,,Unknown,70021,0
,,Unknown,72010,9500
,,Unknown,72011,5750
,,Unknown,72012,1250
,,Unknown,72013,9500
,,Unknown,72014,14500
,,Unknown,72020,14000
,,Unknown,72021,10750
,,Unknown,72022,250
,,Unknown,72023,0
,,Unknown,72024,9500
,,Unknown,72025,1250
,,Unknown,72100,9250
,,Unknown,72101,0
,,Unknown,72102,7500
,,Unknown,72103,6750
,,Unknown,72104,1750
,,Unknown,72105,9000
,,Unknown,72106,15500
,,Unknown,72200,52500
,,Unknown,72201,5250
,,Unknown,72202,0
,,Unknown,72203,4000
,,Unknown,72204,2750
,,Unknown,72205,7750
,,Unknown,72300,27250
,,Unknown,72301,11250
,,Unknown,72302,1500
,,Unknown,72310,83000
,,Unknown,72311,750
,,Unknown,72320,7250
,,Unknown,72321,2000
,,Unknown,72400,22500
,,Unknown,72401,8750
,,Unknown,72402,7500
,,Unknown,72403,0
,,Unknown,72404,3750
,,Unknown,72405,0
,,Unknown,72406,0
,,Unknown,72410,30000
,,Unknown,72411,8000
,,Unknown,72420,1000
,,Unknown,72421,750
,,Unknown,72422,0
,,Unknown,72423,3250
,,Unknown,72429,2250
,,Unknown,72500,5250
,,Unknown,72501,0
,,Unknown,72600,3750
,,Unknown,72601,0
,,Unknown,72602,4750
,,Unknown,72603,2000
,,Unknown,72604,5500
,,Unknown,72999,6750
,,Unknown,73100,11500
,,Unknown,73101,2250
,,Unknown,73102,13000
,,Unknown,73110,15500
,,Unknown,73111,6500
,,Unknown,73112,69250
,,Unknown,73113,11250
,,Unknown,73200,25250
,,Unknown,73201,42000
,,Unknown,73202,1000
,,Unknown,73209,8750
,,Unknown,73300,105250
,,Unknown,73301,37500
,,Unknown,73310,5750
,,Unknown,73311,4250
,,Unknown,73400,35000
,,Unknown,73401,2750
,,Unknown,73402,1000
,,Unknown,74100,6750
,,Unknown,74101,11000
,,Unknown,74102,13000
,,Unknown,74200,2500
,,Unknown,74201,8250
,,Unknown,74202,2750
,,Unknown,74203,9750
,,Unknown,74204,1000
,,Unknown,74205,8250
,,Unknown,75100,18750
,,Unknown,75101,119250
,,Unknown,75110,143750
,,Unknown,75119,8750
,,Unknown,75200,9750
,,Unknown,75201,70000
,,Unknown,75210,5250
,,Unknown,75211,2750
,,Unknown,75212,20000
,,Unknown,80010,2000
,,Unknown,80020,10750
,,Unknown,80021,1750
,,Unknown,80022,500
,,Unknown,82010,1500
,,Unknown,82020,2500
,,Unknown,82021,750
,,Unknown,82030,3000
,,Unknown,82031,11250
,,Unknown,83100,8250
,,Unknown,83101,4000
,,Unknown,83110,19000
,,Unknown,83120,500
,,Unknown,83121,8500
,,Unknown,84100,3000
,,Unknown,84101,1250
,,Unknown,84110,11750
,,Unknown,84111,31000
,,Unknown,84120,22000
,,Unknown,84121,3000
,,Unknown,85100,22750
,,Unknown,85101,55500
,,Unknown,85102,1500
,,Unknown,85103,50250
,,Unknown,85104,0
,,Unknown,85110,1250
,,Unknown,85111,1750
,,Unknown,85120,8750
,,Unknown,85121,156500
,,Unknown,90010,17500
,,Unknown,90011,1250
,,Unknown,92010,2000
,,Unknown,92011,750
,,Unknown,92012,9750
,,Unknown,92013,750
,,Unknown,92014,5000
,,Unknown,92015,0
,,Unknown,92020,0
,,Unknown,92021,250
,,Unknown,92022,1500
,,Unknown,92023,4250
,,Unknown,92024,250
,,Unknown,92100,13500
,,Unknown,92101,4250
,,Unknown,93100,0
,,Unknown,93101,3500
,,Unknown,93102,3500
,,Unknown,93200,250
,,Unknown,94100,3750
,,Unknown,94101,500
,,Unknown,94102,1500
,,Unknown,94103,6750
,,Unknown,94104,0
,,Unknown,94105,2000
,,Unknown,94106,7500
,,Unknown,94107,2250
,,Unknown,94110,4750
,,Unknown,94111,2500
,,Unknown,94112,0
,,Unknown,94120,5250
,,Unknown,94121,12000
,,Unknown,94122,0
,,Unknown,94123,6250
,,Unknown,94124,500
,,Unknown,94129,5000
,,Unknown,94130,0
,,Unknown,94131,1000
,,Unknown,94132,11250
,,Unknown,94133,1000
,,Unknown,94140,30250
,,Unknown,94141,750
,,Unknown,94142,3500
,,Unknown,94143,750
,,Unknown,94150,500
,,Unknown,94151,750
,,Unknown,94152,1500
,,Unknown,94153,0
,,Unknown,94200,1000
,,Unknown,94201,11000
,,Unknown,94202,3250
,,Unknown,94203,0
,,Unknown,94204,2750
,,Unknown,94205,2500
,,Unknown,94210,14000
,,Unknown,94211,4000
,,Unknown,94212,3750
,,Unknown,94213,2500
,,Unknown,94219,16000
,,Unknown,95100,2500
,,Unknown,95101,4500
,,Unknown,95102,6250
,,Unknown,95103,22000
,,Unknown,95104,3250
,,Unknown,95105,4750
,,Unknown,95106,18250
,,Unknown,95107,5000
,,Unknown,95109,10250
,5910,,,12232750
,5910,,50010,5000
,5910,,50011,750
,5910,,50012,5000
,5910,,51100,10250
,5910,,51101,7250
,5910,,51102,2250
,5910,,51110,27750
,5910,,51111,43500
,5910,,51112,14000
