SYEAR,ERTAB,LF_STAT,NOC_5,_COUNT_
,,Unknown,00014,0
,,Unknown,10010,17000
,,Unknown,10011,8000
,,Unknown,10012,3000
,,Unknown,10019,3000
,,Unknown,10020,3750
,,Unknown,10021,5500
,,Unknown,10022,5750
,,Unknown,10029,5000
,,Unknown,10030,10750
,,Unknown,11100,46000
,,Unknown,11101,7500
,,Unknown,11102,25750
,,Unknown,11103,5750
,,Unknown,11109,8750
,,Unknown,11200,31750
,,Unknown,11201,45750
,,Unknown,11202,59750
,,Unknown,12010,9500
,,Unknown,12011,15500
,,Unknown,12012,14250
,,Unknown,12013,17750
,,Unknown,12100,7000
,,Unknown,12101,14750
,,Unknown,12102,7750
,,Unknown,12103,18000
,,Unknown,12104,5000
,,Unknown,12110,13750
,,Unknown,12111,250
,,Unknown,12112,4500
,,Unknown,12113,4750
,,Unknown,12200,145750
,,Unknown,12201,4250
,,Unknown,12202,2500
,,Unknown,12203,1000
,,Unknown,13100,83250
,,Unknown,13101,18750
,,Unknown,13102,9750
,,Unknown,13110,113000
,,Unknown,13111,29250
,,Unknown,13112,20250
,,Unknown,13200,1500
,,Unknown,13201,7250
,,Unknown,14100,179500
,,Unknown,14101,188750
,,Unknown,14102,4750
,,Unknown,14103,2250
,,Unknown,14110,54750
,,Unknown,14111,45750
,,Unknown,14112,3250
,,Unknown,14200,71000
,,Unknown,14201,9000
,,Unknown,14202,2250
,,Unknown,14300,15250
,,Unknown,14301,7750
,,Unknown,14400,39500
,,Unknown,14401,13750
,,Unknown,14402,7500
,,Unknown,14403,35250
,,Unknown,14404,14750
,,Unknown,14405,1250
,,Unknown,20010,2250
,,Unknown,20011,2000
,,Unknown,20012,8750
,,Unknown,21100,1000
,,Unknown,21101,2750
,,Unknown,21102,5000
,,Unknown,21103,0
,,Unknown,21109,5750
,,Unknown,21110,9250
,,Unknown,21111,13000
,,Unknown,21112,250
,,Unknown,21120,3250
,,Unknown,21200,1000
,,Unknown,21201,0
,,Unknown,21202,1500
,,Unknown,21203,1000
,,Unknown,21210,750
,,Unknown,21211,0
,,Unknown,21220,2750
,,Unknown,21221,3000
,,Unknown,21222,42500
,,Unknown,21223,11250
,,Unknown,21230,23000
,,Unknown,21231,5000
,,Unknown,21232,50750
,,Unknown,21233,6750
,,Unknown,21234,13250
,,Unknown,21300,11750
,,Unknown,21301,15500
,,Unknown,21310,5000
,,Unknown,21311,250
,,Unknown,21320,250
,,Unknown,21321,3250
,,Unknown,21322,0
,,Unknown,21330,5500
,,Unknown,21331,7250
,,Unknown,21332,2500
,,Unknown,21390,0
,,Unknown,21399,11000
,,Unknown,22100,19750
,,Unknown,22101,14750
,,Unknown,22110,14250
,,Unknown,22111,1250
,,Unknown,22112,10250
,,Unknown,22113,13250
,,Unknown,22114,31000
,,Unknown,22210,5000
,,Unknown,22211,250
,,Unknown,22212,23000
,,Unknown,22213,10750
,,Unknown,22214,10000
,,Unknown,22220,28500
,,Unknown,22221,38000
,,Unknown,22222,6250
,,Unknown,22230,500
,,Unknown,22231,5750
,,Unknown,22232,12500
,,Unknown,22233,11250
,,Unknown,22300,26250
,,Unknown,22301,11000
,,Unknown,22302,13750
,,Unknown,22303,5750
,,Unknown,22310,17500
,,Unknown,22311,46500
,,Unknown,22312,4500
,,Unknown,22313,0
,,Unknown,30010,4750
,,Unknown,31100,6500
,,Unknown,31101,500
,,Unknown,31102,11750
,,Unknown,31103,500
,,Unknown,31110,5750
,,Unknown,31111,250
,,Unknown,31112,1500
,,Unknown,31120,12000
,,Unknown,31121,0
,,Unknown,31200,3750
,,Unknown,31201,0
,,Unknown,31202,4000
,,Unknown,31203,4000
,,Unknown,31204,10750
,,Unknown,31209,1500
,,Unknown,31300,11750
,,Unknown,31301,116000
,,Unknown,31302,0
,,Unknown,31303,750
,,Unknown,32100,1000
,,Unknown,32101,14250
,,Unknown,32102,12250
,,Unknown,32103,750
,,Unknown,32104,11500
,,Unknown,32109,7500
,,Unknown,32110,0
,,Unknown,32111,8500
,,Unknown,32112,2000
,,Unknown,32120,13250
,,Unknown,32121,7250
,,Unknown,32122,2000
,,Unknown,32123,1750
,,Unknown,32124,5000
,,Unknown,32129,2500
,,Unknown,32200,3750
,,Unknown,32201,9500
,,Unknown,32209,3750
,,Unknown,33100,17250
,,Unknown,33101,16000
,,Unknown,33102,102250
,,Unknown,33103,16250
,,Unknown,33109,13000
,,Unknown,40010,0
,,Unknown,40011,3500
,,Unknown,40012,250
,,Unknown,40019,3500
,,Unknown,40020,3500
,,Unknown,40021,14250
,,Unknown,40030,15250
,,Unknown,40040,2000
,,Unknown,40041,1500
,,Unknown,41100,3250
,,Unknown,41101,26750
,,Unknown,41200,43500
,,Unknown,41201,135750
,,Unknown,41210,86000
,,Unknown,41220,36250
,,Unknown,41221,78500
,,Unknown,41229,100000
,,Unknown,41300,11500
,,Unknown,41301,25000
,,Unknown,41302,10250
,,Unknown,41310,1750
,,Unknown,41311,1750
,,Unknown,41320,10250
,,Unknown,41321,10250
,,Unknown,41400,9250
,,Unknown,41401,4750
,,Unknown,41402,9250
,,Unknown,41403,24500
,,Unknown,41404,15500
,,Unknown,41405,10500
,,Unknown,41406,1500
,,Unknown,41407,15250
,,Unknown,41409,3000
,,Unknown,42100,14750
,,Unknown,42101,17500
,,Unknown,42200,13000
,,Unknown,42201,74750
,,Unknown,42202,151500
,,Unknown,42203,1750
,,Unknown,42204,2250
,,Unknown,43100,113500
,,Unknown,43109,79000
,,Unknown,43200,1500
,,Unknown,43201,6750
,,Unknown,43202,2750
,,Unknown,43203,3500
,,Unknown,44100,75000
,,Unknown,44101,57750
,,Unknown,45100,11250
,,Unknown,missi,74077000
,5910,,,27482000
,5910,,00010,9750
,5910,,00011,20250
,5910,,00012,42250
,5910,,00013,0
,5910,,00014,0
,5910,,10010,88000
,5910,,10011,47250
,5910,,10012,18250
,5910,,10019,14000
,5910,,10020,13500
,5910,,10021,37500
,5910,,10022,25750
,5910,,10029,23500
,5910,,10030,5500
,5910,,11100,258000
,5910,,11101,58500
,5910,,11102,154750
,5910,,11103,19000
,5910,,11109,36500
,5910,,11200,126750
,5910,,11201,154250
,5910,,11202,181750
,5910,,12010,43000
,5910,,12011,57000
,5910,,12012,13000
,5910,,12013,47250
,5910,,12100,64000
,5910,,12101,38750
,5910,,12102,45750
,5910,,12103,35500
,5910,,12104,53000
,5910,,12110,24250
,5910,,12111,5250
,5910,,12112,4250
,5910,,12113,1250
,5910,,12200,369750
,5910,,12201,27250
,5910,,12202,8000
,5910,,12203,21500
,5910,,13100,316750
,5910,,13101,71250
,5910,,13102,79000
,5910,,13110,267750
,5910,,13111,88750
,5910,,13112,55500
,5910,,13200,0
,5910,,13201,17750
,5910,,14100,271000
,5910,,14101,319500
,5910,,14102,22000
,5910,,14103,12000
,5910,,14110,21500
,5910,,14111,36750
,5910,,14112,3750
,5910,,14200,127250
,5910,,14201,20250
,5910,,14202,19750
,5910,,14300,16500
,5910,,14301,59000
,5910,,14400,85500
,5910,,14401,24250
,5910,,14402,9000
,5910,,14403,32250
,5910,,14404,49250
,5910,,14405,1750
,5910,,20010,25250
,5910,,20011,15000
,5910,,20012,88000
,5910,,21100,2500
,5910,,21101,10500
,5910,,21102,26750
,5910,,21103,5750
,5910,,21109,3250
,5910,,21110,63000
,5910,,21111,39250
,5910,,21112,4750
,5910,,21120,3500
,5910,,21200,25250
,5910,,21201,1000
,5910,,21202,18750
,5910,,21203,11750
,5910,,21210,5250
,5910,,21211,1750
,5910,,21220,5250
,5910,,21221,17750
,5910,,21222,178000
,5910,,21223,40500
,5910,,21230,72250
,5910,,21231,59750
,5910,,21232,146250
,5910,,21233,27250
,5910,,21234,50000
,5910,,21300,52750
,5910,,21301,34250
,5910,,21310,29750
,5910,,21311,12750
,5910,,21320,500
,5910,,21321,1250
,5910,,21322,0
,5910,,21330,2000
,5910,,21331,8250
,5910,,21332,4250
,5910,,21390,4250
,5910,,21399,21500
,5910,,22100,10500
,5910,,22101,23250
,5910,,22110,20250
,5910,,22111,7000
,5910,,22112,24000
,5910,,22113,25000
,5910,,22114,85750
,5910,,22210,10500
,5910,,22211,2750
,5910,,22212,41500
,5910,,22213,11500
,5910,,22214,39750
,5910,,22220,41250
,5910,,22221,162000
,5910,,22222,10750
,5910,,22230,8500
,5910,,22231,3750
,5910,,22232,25500
,5910,,22233,36750
,5910,,22300,37000
,5910,,22301,26000
,5910,,22302,18000
,5910,,22303,28000
,5910,,22310,34250
,5910,,22311,89500
,5910,,22312,6250
,5910,,22313,2000
,5910,,30010,39750
,5910,,31100,34000
,5910,,31101,15500
,5910,,31102,106000
,5910,,31103,24000
,5910,,31110,19750
,5910,,31111,14250
,5910,,31112,14500
,5910,,31120,71000
,5910,,31121,10000
,5910,,31200,26250
,5910,,31201,23750
,5910,,31202,54000
,5910,,31203,24750
,5910,,31204,10750
,5910,,31209,12750
,5910,,31300,43000
,5910,,31301,528250
,5910,,31302,12500
,5910,,31303,7000
,5910,,32100,14500
,5910,,32101,72750
,5910,,32102,58250
,5910,,32103,10000
,5910,,32104,26000
,5910,,32109,15000
,5910,,32110,4500
,5910,,32111,75500
,5910,,32112,10000
,5910,,32120,38000
,5910,,32121,32750
,5910,,32122,8250
,5910,,32123,15000
,5910,,32124,31500
,5910,,32129,5250
,5910,,32200,18500
,5910,,32201,63250
,5910,,32209,12000
,5910,,33100,73000
,5910,,33101,62250
,5910,,33102,527750
,5910,,33103,60500
,5910,,33109,28500
,5910,,40010,10500
,5910,,40011,21250
,5910,,40012,3500
,5910,,40019,65250
,5910,,40020,24250
,5910,,40021,54500
,5910,,40030,64250
,5910,,40040,2750
,5910,,40041,4250
,5910,,41100,3250
,5910,,41101,142750
,5910,,41200,137500
,5910,,41201,104000
,5910,,41210,105000
,5910,,41220,132000
,5910,,41221,231250
,5910,,41229,226750
,5910,,41300,98000
,5910,,41301,151000
,5910,,41302,57250
,5910,,41310,15750
,5910,,41311,23750
,5910,,41320,38500
,5910,,41321,25250
,5910,,41400,82250
,5910,,41401,29000
,5910,,41402,23750
,5910,,41403,109250
,5910,,41404,57750
,5910,,41405,51750
,5910,,41406,19750
,5910,,41407,21500
,5910,,41409,14500
,5910,,42100,87000
,5910,,42101,38750
,5910,,42200,46250
,5910,,42201,267250
,5910,,42202,293000
,5910,,42203,2250
,5910,,42204,3250
,5910,,43100,181000
,5910,,43109,63750
,5910,,43200,6750
,5910,,43201,30000
,5910,,43202,7750
,5910,,43203,17250
,5910,,44100,88000
,5910,,44101,170250
,5910,,45100,9750
,5910,,missi,15490750
,5910,Employed,,10918000
,5910,Employed,00010,8000
,5910,Employed,00011,18750
,5910,Employed,00012,41000
,5910,Employed,00013,0
,5910,Employed,00014,0
,5910,Employed,10010,86750
,5910,Employed,10011,43250
,5910,Employed,10012,15500
,5910,Employed,10019,13500
,5910,Employed,10020,13500
,5910,Employed,10021,34750
,5910,Employed,10022,24750
,5910,Employed,10029,23000
,5910,Employed,10030,4250
,5910,Employed,11100,241750
,5910,Employed,11101,57750
,5910,Employed,11102,150750
,5910,Employed,11103,18500
,5910,Employed,11109,36500
,5910,Employed,11200,118000
,5910,Employed,11201,143250
,5910,Employed,11202,164250
,5910,Employed,12010,40000
,5910,Employed,12011,52750
,5910,Employed,12012,6750
,5910,Employed,12013,40750
,5910,Employed,12100,62500
,5910,Employed,12101,34500
,5910,Employed,12102,42000
,5910,Employed,12103,29250
,5910,Employed,12104,51250
,5910,Employed,12110,19750
,5910,Employed,12111,5250
,5910,Employed,12112,4250
,5910,Employed,12113,1000
,5910,Employed,12200,332750
,5910,Employed,12201,27250
,5910,Employed,12202,8000
,5910,Employed,12203,21500
,5910,Employed,13100,293750
,5910,Employed,13101,65500
,5910,Employed,13102,75500
,5910,Employed,13110,243750
,5910,Employed,13111,80000
,5910,Employed,13112,51000
,5910,Employed,13200,0
,5910,Employed,13201,16250
,5910,Employed,14100,233500
,5910,Employed,14101,279500
,5910,Employed,14102,20250
